"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	"White"	"2106-3"	49	116973	41.9
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	14	18295	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	"White"	"2106-3"	55	117014	47.0
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	14	18447	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	"White"	"2106-3"	54	116514	46.3
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	"White"	"2106-3"	64	117125	54.6
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	21	19354	108.5
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	"White"	"2106-3"	54	117510	46.0
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	18	19438	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	"White"	"2106-3"	56	117351	47.7
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	"American Indian or Alaska Native"	"1002-5"	27	19417	139.1
	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	"White"	"2106-3"	57	117779	48.4
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	"White"	"2106-3"	47	122266	38.4
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	"White"	"2106-3"	42	120567	34.8
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	"White"	"2106-3"	60	117723	51.0
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	"White"	"2106-3"	53	115281	46.0
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	"White"	"2106-3"	36	112805	31.9
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	"White"	"2106-3"	38	111387	34.1
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	"White"	"2106-3"	40	110375	36.2
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	"White"	"2106-3"	44	108961	40.4
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	13	13142	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	"White"	"2106-3"	49	107589	45.5
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	"White"	"2106-3"	39	105297	37.0
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	"White"	"2106-3"	35	104015	33.6
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	"White"	"2106-3"	48	103956	46.2
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	"White"	"2106-3"	45	103040	43.7
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	12	13406	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	"White"	"2106-3"	38	102241	37.2
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	"White"	"2106-3"	45	101820	44.2
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	"White"	"2106-3"	40	101145	39.5
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	"White"	"2106-3"	48	101212	47.4
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	"White"	"2106-3"	60	100872	59.5
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	"White"	"2106-3"	50	102039	49.0
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	10	14692	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	"White"	"2106-3"	48	104172	46.1
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	13	14944	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	"White"	"2106-3"	47	105811	44.4
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	"American Indian or Alaska Native"	"1002-5"	10	15326	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	"White"	"2106-3"	47	107870	43.6
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	"White"	"2106-3"	43	104896	41.0
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	"White"	"2106-3"	38	107493	35.4
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	"White"	"2106-3"	46	111581	41.2
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	"White"	"2106-3"	56	113252	49.4
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	"White"	"2106-3"	41	115364	35.5
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	"White"	"2106-3"	39	117103	33.3
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	"White"	"2106-3"	54	118995	45.4
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	"White"	"2106-3"	48	121246	39.6
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	"White"	"2106-3"	62	122993	50.4
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	"White"	"2106-3"	64	123653	51.8
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	"White"	"2106-3"	43	123835	34.7
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	"White"	"2106-3"	48	123548	38.9
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	"White"	"2106-3"	49	120936	40.5
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	"White"	"2106-3"	62	117415	52.8
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	"White"	"2106-3"	47	113219	41.5
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	"White"	"2106-3"	43	110318	39.0
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	"White"	"2106-3"	53	107440	49.3
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	"White"	"2106-3"	47	105049	44.7
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	"White"	"2106-3"	46	101543	45.3
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	"White"	"2106-3"	46	99342	46.3
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2019"	"2019"	"White"	"2106-3"	43	97153	44.3
	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	"2020 "	"2020"	"White"	"2106-3"	48	95921	50.0
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	"White"	"2106-3"	22	68021	32.3
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	"White"	"2106-3"	12	69377	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	"White"	"2106-3"	23	71872	32.0
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	"White"	"2106-3"	34	76970	44.2
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	"White"	"2106-3"	34	81268	41.8
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	"White"	"2106-3"	28	85988	32.6
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	"White"	"2106-3"	25	91021	27.5
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	"White"	"2106-3"	33	96156	34.3
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	"White"	"2106-3"	42	100860	41.6
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	"White"	"2106-3"	31	104400	29.7
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	"White"	"2106-3"	47	108035	43.5
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	"White"	"2106-3"	35	111092	31.5
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	"White"	"2106-3"	42	114363	36.7
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	"White"	"2106-3"	48	114406	42.0
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	"White"	"2106-3"	53	113759	46.6
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	"White"	"2106-3"	55	113674	48.4
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	"White"	"2106-3"	53	113942	46.5
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	"White"	"2106-3"	49	114345	42.9
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	"White"	"2106-3"	33	114514	28.8
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	"White"	"2106-3"	53	114009	46.5
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2019"	"2019"	"White"	"2106-3"	62	113007	54.9
	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	"2020 "	"2020"	"White"	"2106-3"	44	111353	39.5
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	"White"	"2106-3"	18	50799	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	"White"	"2106-3"	22	51254	42.9
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	"White"	"2106-3"	22	52151	42.2
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	"White"	"2106-3"	14	52901	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	"White"	"2106-3"	18	53930	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	"White"	"2106-3"	18	55079	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	"White"	"2106-3"	20	56527	35.4
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	"White"	"2106-3"	18	58597	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	"White"	"2106-3"	21	60060	35.0
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	"White"	"2106-3"	27	62639	43.1
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	"White"	"2106-3"	19	64852	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	"White"	"2106-3"	28	66545	42.1
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	"White"	"2106-3"	20	69350	28.8
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	"White"	"2106-3"	23	73638	31.2
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	"White"	"2106-3"	33	77207	42.7
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	"White"	"2106-3"	40	80843	49.5
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	"White"	"2106-3"	34	84234	40.4
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	"White"	"2106-3"	41	87478	46.9
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	"White"	"2106-3"	49	90312	54.3
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	"White"	"2106-3"	55	92662	59.4
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2019"	"2019"	"White"	"2106-3"	39	95113	41.0
	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	"2020 "	"2020"	"White"	"2106-3"	32	97637	32.8
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	"White"	"2106-3"	19	27965	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	"White"	"2106-3"	19	28506	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	"White"	"2106-3"	18	29473	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	"White"	"2106-3"	12	30214	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	"White"	"2106-3"	19	30939	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	"White"	"2106-3"	14	31600	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	"White"	"2106-3"	20	32597	61.4
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	"White"	"2106-3"	15	33292	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	"White"	"2106-3"	17	34039	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	"White"	"2106-3"	21	34534	60.8
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	"White"	"2106-3"	16	35065	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	"White"	"2106-3"	11	35623	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	"White"	"2106-3"	21	36589	57.4
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	"White"	"2106-3"	20	37266	53.7
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	"White"	"2106-3"	19	38206	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	"White"	"2106-3"	31	39234	79.0
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	"White"	"2106-3"	33	40044	82.4
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	"White"	"2106-3"	21	41224	50.9
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	"White"	"2106-3"	24	42287	56.8
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	"White"	"2106-3"	23	44636	51.5
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2019"	"2019"	"White"	"2106-3"	22	46486	47.3
	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	"2020 "	"2020"	"White"	"2106-3"	31	48330	64.1
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	"White"	"2106-3"	10	7360	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	"White"	"2106-3"	10	7551	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	"White"	"2106-3"	11	7788	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	"White"	"2106-3"	10	8943	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	"White"	"2106-3"	11	9415	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	"White"	"2106-3"	10	10617	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	"White"	"2106-3"	11	12946	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	"White"	"2106-3"	10	13987	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	"White"	"2106-3"	12	14154	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2019"	"2019"	"White"	"2106-3"	14	14799	Unreliable
	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	"2020 "	"2020"	"White"	"2106-3"	17	15135	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"1999"	"1999"	"White"	"2106-3"	20	870709	2.3
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2000"	"2000"	"White"	"2106-3"	15	878240	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2001"	"2001"	"White"	"2106-3"	18	890666	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2002"	"2002"	"White"	"2106-3"	25	897548	2.8
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2003"	"2003"	"White"	"2106-3"	19	905202	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2004"	"2004"	"White"	"2106-3"	18	912187	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2005"	"2005"	"White"	"2106-3"	23	917912	2.5
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2006"	"2006"	"White"	"2106-3"	16	924788	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2007"	"2007"	"White"	"2106-3"	16	932109	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2008"	"2008"	"White"	"2106-3"	27	935316	2.9
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2009"	"2009"	"White"	"2106-3"	31	935790	3.3
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2010"	"2010"	"White"	"2106-3"	29	934103	3.1
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2011"	"2011"	"White"	"2106-3"	42	927177	4.5
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2012"	"2012"	"White"	"2106-3"	46	923224	5.0
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2013"	"2013"	"White"	"2106-3"	35	913693	3.8
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2014"	"2014"	"White"	"2106-3"	28	907646	3.1
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2015"	"2015"	"White"	"2106-3"	30	895242	3.4
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2016"	"2016"	"Black or African American"	"2054-5"	12	275668	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2016"	"2016"	"White"	"2106-3"	34	881819	3.9
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2017"	"2017"	"Black or African American"	"2054-5"	10	270144	Unreliable
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2017"	"2017"	"White"	"2106-3"	31	865037	3.6
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2018"	"2018"	"White"	"2106-3"	24	841575	2.9
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2019"	"2019"	"White"	"2106-3"	37	829369	4.5
	"New York"	"36"	"Female"	"F"	"15-24 years"	"15-24"	"2020 "	"2020"	"White"	"2106-3"	26	814761	3.2
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"1999"	"1999"	"White"	"2106-3"	27	1013805	2.7
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2000"	"2000"	"White"	"2106-3"	18	992412	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2001"	"2001"	"White"	"2106-3"	34	967215	3.5
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2002"	"2002"	"White"	"2106-3"	30	951055	3.2
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2003"	"2003"	"White"	"2106-3"	23	937722	2.5
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2004"	"2004"	"White"	"2106-3"	24	921445	2.6
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2005"	"2005"	"White"	"2106-3"	26	903526	2.9
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2006"	"2006"	"White"	"2106-3"	22	890244	2.5
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	12	141646	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2007"	"2007"	"White"	"2106-3"	29	888200	3.3
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2008"	"2008"	"White"	"2106-3"	29	898136	3.2
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2009"	"2009"	"White"	"2106-3"	25	910080	2.7
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2010"	"2010"	"Black or African American"	"2054-5"	10	266023	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2010"	"2010"	"White"	"2106-3"	35	917203	3.8
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2011"	"2011"	"White"	"2106-3"	33	933057	3.5
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2012"	"2012"	"White"	"2106-3"	40	944485	4.2
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2013"	"2013"	"White"	"2106-3"	45	956281	4.7
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	10	169148	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2014"	"2014"	"White"	"2106-3"	54	962858	5.6
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2015"	"2015"	"White"	"2106-3"	41	964848	4.2
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	"Black or African American"	"2054-5"	12	291591	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	"White"	"2106-3"	40	962090	4.2
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2017"	"2017"	"White"	"2106-3"	52	970260	5.4
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2018"	"2018"	"Black or African American"	"2054-5"	14	293705	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2018"	"2018"	"White"	"2106-3"	53	953996	5.6
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	13	170430	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2019"	"2019"	"Black or African American"	"2054-5"	11	293772	Unreliable
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2019"	"2019"	"White"	"2106-3"	37	948650	3.9
	"New York"	"36"	"Female"	"F"	"25-34 years"	"25-34"	"2020 "	"2020"	"White"	"2106-3"	44	939320	4.7
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	"White"	"2106-3"	35	1155928	3.0
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2000"	"2000"	"White"	"2106-3"	38	1152891	3.3
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	"White"	"2106-3"	44	1142201	3.9
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	"White"	"2106-3"	40	1125968	3.6
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	"White"	"2106-3"	36	1106315	3.3
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	"White"	"2106-3"	28	1084946	2.6
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	"White"	"2106-3"	28	1061194	2.6
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	"White"	"2106-3"	35	1036499	3.4
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	"White"	"2106-3"	50	1007403	5.0
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	"White"	"2106-3"	45	977458	4.6
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2009"	"2009"	"White"	"2106-3"	51	944489	5.4
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2010"	"2010"	"White"	"2106-3"	43	924084	4.7
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2011"	"2011"	"White"	"2106-3"	46	899647	5.1
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2012"	"2012"	"White"	"2106-3"	37	885259	4.2
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2013"	"2013"	"White"	"2106-3"	50	872370	5.7
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2014"	"2014"	"White"	"2106-3"	54	861469	6.3
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2015"	"2015"	"White"	"2106-3"	53	851801	6.2
	"New York"	"36"	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	"White"	"2106-3"	50	836014	6.0
