"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"2011"	"2011"	654	3871859	16.9
	"Oregon"	"41"	"2012"	"2012"	723	3899353	18.5
	"Oregon"	"41"	"2013"	"2013"	695	3930065	17.7
	"Oregon"	"41"	"2014"	"2014"	781	3970239	19.7
	"Oregon"	"41"	"2015"	"2015"	760	4028977	18.9
	"Oregon"	"41"	"2016"	"2016"	771	4093465	18.8
	"Oregon"	"41"	"2017"	"2017"	824	4142776	19.9
	"Oregon"	"41"	"2018"	"2018"	844	4190713	20.1
	"Oregon"	"41"	"2019"	"2019"	906	4217737	21.5
	"Oregon"	"41"	"2020 "	"2020"	831	4241507	19.6
"Total"	"Oregon"	"41"			14546	83915155	17.3
	"Pennsylvania"	"42"	"1999"	"1999"	1284	12263805	10.5
	"Pennsylvania"	"42"	"2000"	"2000"	1356	12281054	11.0
	"Pennsylvania"	"42"	"2001"	"2001"	1270	12298970	10.3
	"Pennsylvania"	"42"	"2002"	"2002"	1336	12331031	10.8
	"Pennsylvania"	"42"	"2003"	"2003"	1338	12374658	10.8
	"Pennsylvania"	"42"	"2004"	"2004"	1410	12410722	11.4
	"Pennsylvania"	"42"	"2005"	"2005"	1426	12449990	11.5
	"Pennsylvania"	"42"	"2006"	"2006"	1390	12510809	11.1
	"Pennsylvania"	"42"	"2007"	"2007"	1435	12563937	11.4
	"Pennsylvania"	"42"	"2008"	"2008"	1536	12612285	12.2
	"Pennsylvania"	"42"	"2009"	"2009"	1628	12666858	12.9
	"Pennsylvania"	"42"	"2010"	"2010"	1574	12702379	12.4
	"Pennsylvania"	"42"	"2011"	"2011"	1745	12742886	13.7
	"Pennsylvania"	"42"	"2012"	"2012"	1646	12763536	12.9
	"Pennsylvania"	"42"	"2013"	"2013"	1786	12773801	14.0
	"Pennsylvania"	"42"	"2014"	"2014"	1812	12787209	14.2
	"Pennsylvania"	"42"	"2015"	"2015"	1894	12802503	14.8
	"Pennsylvania"	"42"	"2016"	"2016"	1967	12784227	15.4
	"Pennsylvania"	"42"	"2017"	"2017"	2029	12805537	15.8
	"Pennsylvania"	"42"	"2018"	"2018"	2014	12807060	15.7
	"Pennsylvania"	"42"	"2019"	"2019"	1894	12801989	14.8
	"Pennsylvania"	"42"	"2020 "	"2020"	1694	12783254	13.3
"Total"	"Pennsylvania"	"42"			35464	277318500	12.8
	"Rhode Island"	"44"	"1999"	"1999"	96	1040402	9.2
	"Rhode Island"	"44"	"2000"	"2000"	75	1048319	7.2
	"Rhode Island"	"44"	"2001"	"2001"	87	1057142	8.2
	"Rhode Island"	"44"	"2002"	"2002"	86	1065995	8.1
	"Rhode Island"	"44"	"2003"	"2003"	84	1071342	7.8
	"Rhode Island"	"44"	"2004"	"2004"	84	1074579	7.8
	"Rhode Island"	"44"	"2005"	"2005"	70	1067916	6.6
	"Rhode Island"	"44"	"2006"	"2006"	90	1063096	8.5
	"Rhode Island"	"44"	"2007"	"2007"	96	1057315	9.1
	"Rhode Island"	"44"	"2008"	"2008"	110	1055003	10.4
	"Rhode Island"	"44"	"2009"	"2009"	117	1053646	11.1
	"Rhode Island"	"44"	"2010"	"2010"	128	1052567	12.2
	"Rhode Island"	"44"	"2011"	"2011"	100	1051302	9.5
	"Rhode Island"	"44"	"2012"	"2012"	105	1050292	10.0
	"Rhode Island"	"44"	"2013"	"2013"	132	1051511	12.6
	"Rhode Island"	"44"	"2014"	"2014"	111	1055173	10.5
	"Rhode Island"	"44"	"2015"	"2015"	126	1056298	11.9
	"Rhode Island"	"44"	"2016"	"2016"	126	1056426	11.9
	"Rhode Island"	"44"	"2017"	"2017"	129	1059639	12.2
	"Rhode Island"	"44"	"2018"	"2018"	106	1057315	10.0
	"Rhode Island"	"44"	"2019"	"2019"	123	1059361	11.6
	"Rhode Island"	"44"	"2020 "	"2020"	94	1057125	8.9
"Total"	"Rhode Island"	"44"			2275	23261764	9.8
	"South Carolina"	"45"	"1999"	"1999"	418	3974682	10.5
	"South Carolina"	"45"	"2000"	"2000"	442	4012012	11.0
	"South Carolina"	"45"	"2001"	"2001"	467	4064995	11.5
	"South Carolina"	"45"	"2002"	"2002"	437	4107795	10.6
	"South Carolina"	"45"	"2003"	"2003"	475	4150297	11.4
	"South Carolina"	"45"	"2004"	"2004"	480	4210921	11.4
	"South Carolina"	"45"	"2005"	"2005"	510	4270150	11.9
	"South Carolina"	"45"	"2006"	"2006"	524	4357847	12.0
	"South Carolina"	"45"	"2007"	"2007"	528	4444110	11.9
	"South Carolina"	"45"	"2008"	"2008"	565	4528996	12.5
	"South Carolina"	"45"	"2009"	"2009"	616	4589872	13.4
	"South Carolina"	"45"	"2010"	"2010"	637	4625364	13.8
	"South Carolina"	"45"	"2011"	"2011"	658	4679230	14.1
	"South Carolina"	"45"	"2012"	"2012"	673	4723723	14.2
	"South Carolina"	"45"	"2013"	"2013"	695	4774839	14.6
	"South Carolina"	"45"	"2014"	"2014"	753	4832482	15.6
	"South Carolina"	"45"	"2015"	"2015"	739	4896146	15.1
	"South Carolina"	"45"	"2016"	"2016"	815	4961119	16.4
	"South Carolina"	"45"	"2017"	"2017"	838	5024369	16.7
	"South Carolina"	"45"	"2018"	"2018"	810	5084127	15.9
	"South Carolina"	"45"	"2019"	"2019"	852	5148714	16.5
	"South Carolina"	"45"	"2020 "	"2020"	868	5218040	16.6
"Total"	"South Carolina"	"45"			13800	100679830	13.7
	"South Dakota"	"46"	"1999"	"1999"	103	750412	13.7
	"South Dakota"	"46"	"2000"	"2000"	95	754844	12.6
	"South Dakota"	"46"	"2001"	"2001"	105	757972	13.9
	"South Dakota"	"46"	"2002"	"2002"	94	760020	12.4
	"South Dakota"	"46"	"2003"	"2003"	102	763729	13.4
	"South Dakota"	"46"	"2004"	"2004"	111	770396	14.4
	"South Dakota"	"46"	"2005"	"2005"	121	775493	15.6
	"South Dakota"	"46"	"2006"	"2006"	125	783033	16.0
	"South Dakota"	"46"	"2007"	"2007"	100	791623	12.6
	"South Dakota"	"46"	"2008"	"2008"	123	799124	15.4
	"South Dakota"	"46"	"2009"	"2009"	129	807067	16.0
	"South Dakota"	"46"	"2010"	"2010"	140	814180	17.2
	"South Dakota"	"46"	"2011"	"2011"	128	824082	15.5
	"South Dakota"	"46"	"2012"	"2012"	141	833354	16.9
	"South Dakota"	"46"	"2013"	"2013"	147	844877	17.4
	"South Dakota"	"46"	"2014"	"2014"	141	853175	16.5
	"South Dakota"	"46"	"2015"	"2015"	172	858469	20.0
	"South Dakota"	"46"	"2016"	"2016"	163	865454	18.8
	"South Dakota"	"46"	"2017"	"2017"	191	869666	22.0
	"South Dakota"	"46"	"2018"	"2018"	167	882235	18.9
	"South Dakota"	"46"	"2019"	"2019"	182	884659	20.6
	"South Dakota"	"46"	"2020 "	"2020"	186	892717	20.8
"Total"	"South Dakota"	"46"			2966	17936581	16.5
	"Tennessee"	"47"	"1999"	"1999"	726	5638706	12.9
	"Tennessee"	"47"	"2000"	"2000"	728	5689283	12.8
	"Tennessee"	"47"	"2001"	"2001"	710	5750789	12.3
	"Tennessee"	"47"	"2002"	"2002"	778	5795918	13.4
	"Tennessee"	"47"	"2003"	"2003"	761	5847812	13.0
	"Tennessee"	"47"	"2004"	"2004"	792	5910809	13.4
	"Tennessee"	"47"	"2005"	"2005"	856	5991057	14.3
	"Tennessee"	"47"	"2006"	"2006"	871	6088766	14.3
	"Tennessee"	"47"	"2007"	"2007"	842	6175727	13.6
	"Tennessee"	"47"	"2008"	"2008"	973	6247411	15.6
	"Tennessee"	"47"	"2009"	"2009"	941	6306019	14.9
	"Tennessee"	"47"	"2010"	"2010"	941	6346105	14.8
	"Tennessee"	"47"	"2011"	"2011"	954	6403353	14.9
	"Tennessee"	"47"	"2012"	"2012"	977	6456243	15.1
	"Tennessee"	"47"	"2013"	"2013"	1028	6495978	15.8
	"Tennessee"	"47"	"2014"	"2014"	996	6549352	15.2
	"Tennessee"	"47"	"2015"	"2015"	1068	6600299	16.2
	"Tennessee"	"47"	"2016"	"2016"	1108	6651194	16.7
	"Tennessee"	"47"	"2017"	"2017"	1165	6715984	17.3
	"Tennessee"	"47"	"2018"	"2018"	1161	6770010	17.1
	"Tennessee"	"47"	"2019"	"2019"	1219	6829174	17.8
	"Tennessee"	"47"	"2020 "	"2020"	1219	6886834	17.7
"Total"	"Tennessee"	"47"			20814	138146823	15.1
	"Texas"	"48"	"1999"	"1999"	2004	20558220	9.7
	"Texas"	"48"	"2000"	"2000"	2048	20851820	9.8
	"Texas"	"48"	"2001"	"2001"	2221	21319622	10.4
	"Texas"	"48"	"2002"	"2002"	2307	21690325	10.6
	"Texas"	"48"	"2003"	"2003"	2358	22030931	10.7
	"Texas"	"48"	"2004"	"2004"	2293	22394023	10.2
	"Texas"	"48"	"2005"	"2005"	2410	22778123	10.6
	"Texas"	"48"	"2006"	"2006"	2344	23359580	10.0
	"Texas"	"48"	"2007"	"2007"	2432	23831983	10.2
	"Texas"	"48"	"2008"	"2008"	2547	24309039	10.5
	"Texas"	"48"	"2009"	"2009"	2806	24801761	11.3
	"Texas"	"48"	"2010"	"2010"	2886	25145561	11.5
	"Texas"	"48"	"2011"	"2011"	2887	25674681	11.2
	"Texas"	"48"	"2012"	"2012"	3029	26059203	11.6
	"Texas"	"48"	"2013"	"2013"	3054	26448193	11.5
	"Texas"	"48"	"2014"	"2014"	3248	26956958	12.0
	"Texas"	"48"	"2015"	"2015"	3400	27469114	12.4
	"Texas"	"48"	"2016"	"2016"	3477	27862596	12.5
	"Texas"	"48"	"2017"	"2017"	3769	28304596	13.3
	"Texas"	"48"	"2018"	"2018"	3928	28701845	13.7
	"Texas"	"48"	"2019"	"2019"	3887	28995881	13.4
	"Texas"	"48"	"2020 "	"2020"	3920	29360759	13.4
"Total"	"Texas"	"48"			63255	548904814	11.5
	"Utah"	"49"	"1999"	"1999"	281	2203482	12.8
	"Utah"	"49"	"2000"	"2000"	298	2233169	13.3
	"Utah"	"49"	"2001"	"2001"	319	2283715	14.0
	"Utah"	"49"	"2002"	"2002"	340	2324815	14.6
	"Utah"	"49"	"2003"	"2003"	336	2360137	14.2
	"Utah"	"49"	"2004"	"2004"	376	2401580	15.7
	"Utah"	"49"	"2005"	"2005"	344	2457719	14.0
	"Utah"	"49"	"2006"	"2006"	362	2525507	14.3
	"Utah"	"49"	"2007"	"2007"	378	2597746	14.6
	"Utah"	"49"	"2008"	"2008"	390	2663029	14.6
	"Utah"	"49"	"2009"	"2009"	448	2723421	16.4
	"Utah"	"49"	"2010"	"2010"	471	2763885	17.0
	"Utah"	"49"	"2011"	"2011"	500	2817222	17.7
	"Utah"	"49"	"2012"	"2012"	549	2855287	19.2
	"Utah"	"49"	"2013"	"2013"	579	2900872	20.0
	"Utah"	"49"	"2014"	"2014"	559	2942902	19.0
	"Utah"	"49"	"2015"	"2015"	629	2995919	21.0
	"Utah"	"49"	"2016"	"2016"	619	3051217	20.3
	"Utah"	"49"	"2017"	"2017"	663	3101833	21.4
	"Utah"	"49"	"2018"	"2018"	664	3161105	21.0
	"Utah"	"49"	"2019"	"2019"	653	3205958	20.4
	"Utah"	"49"	"2020 "	"2020"	650	3249879	20.0
"Total"	"Utah"	"49"			10408	59820399	17.4
	"Vermont"	"50"	"1999"	"1999"	63	604683	10.4
	"Vermont"	"50"	"2000"	"2000"	77	608827	12.6
	"Vermont"	"50"	"2001"	"2001"	72	612223	11.8
	"Vermont"	"50"	"2002"	"2002"	90	615442	14.6
	"Vermont"	"50"	"2003"	"2003"	83	617858	13.4
	"Vermont"	"50"	"2004"	"2004"	93	619920	15.0
	"Vermont"	"50"	"2005"	"2005"	77	621215	12.4
	"Vermont"	"50"	"2006"	"2006"	81	622892	13.0
	"Vermont"	"50"	"2007"	"2007"	89	623481	14.3
	"Vermont"	"50"	"2008"	"2008"	94	624151	15.1
	"Vermont"	"50"	"2009"	"2009"	87	624817	13.9
	"Vermont"	"50"	"2010"	"2010"	106	625741	16.9
	"Vermont"	"50"	"2011"	"2011"	120	626431	19.2
	"Vermont"	"50"	"2012"	"2012"	87	626011	13.9
	"Vermont"	"50"	"2013"	"2013"	111	626630	17.7
	"Vermont"	"50"	"2014"	"2014"	124	626562	19.8
	"Vermont"	"50"	"2015"	"2015"	103	626042	16.5
	"Vermont"	"50"	"2016"	"2016"	117	624594	18.7
	"Vermont"	"50"	"2017"	"2017"	111	623657	17.8
	"Vermont"	"50"	"2018"	"2018"	125	626299	20.0
	"Vermont"	"50"	"2019"	"2019"	110	623989	17.6
	"Vermont"	"50"	"2020 "	"2020"	117	623347	18.8
"Total"	"Vermont"	"50"			2137	13674812	15.6
	"Virginia"	"51"	"1999"	"1999"	791	7000174	11.3
	"Virginia"	"51"	"2000"	"2000"	768	7078515	10.8
	"Virginia"	"51"	"2001"	"2001"	796	7198362	11.1
	"Virginia"	"51"	"2002"	"2002"	799	7286873	11.0
	"Virginia"	"51"	"2003"	"2003"	807	7366977	11.0
	"Virginia"	"51"	"2004"	"2004"	828	7475575	11.1
	"Virginia"	"51"	"2005"	"2005"	865	7577105	11.4
	"Virginia"	"51"	"2006"	"2006"	874	7673725	11.4
	"Virginia"	"51"	"2007"	"2007"	878	7751000	11.3
	"Virginia"	"51"	"2008"	"2008"	947	7833496	12.1
	"Virginia"	"51"	"2009"	"2009"	962	7925937	12.1
	"Virginia"	"51"	"2010"	"2010"	961	8001024	12.0
	"Virginia"	"51"	"2011"	"2011"	1053	8096604	13.0
	"Virginia"	"51"	"2012"	"2012"	1062	8185867	13.0
	"Virginia"	"51"	"2013"	"2013"	1068	8260405	12.9
	"Virginia"	"51"	"2014"	"2014"	1121	8326289	13.5
	"Virginia"	"51"	"2015"	"2015"	1116	8382993	13.3
	"Virginia"	"51"	"2016"	"2016"	1163	8411808	13.8
	"Virginia"	"51"	"2017"	"2017"	1176	8470020	13.9
	"Virginia"	"51"	"2018"	"2018"	1242	8517685	14.6
	"Virginia"	"51"	"2019"	"2019"	1139	8535519	13.3
	"Virginia"	"51"	"2020 "	"2020"	1201	8590563	14.0
"Total"	"Virginia"	"51"			21617	173946516	12.4
	"Washington"	"53"	"1999"	"1999"	815	5842564	13.9
	"Washington"	"53"	"2000"	"2000"	726	5894121	12.3
	"Washington"	"53"	"2001"	"2001"	711	5985722	11.9
	"Washington"	"53"	"2002"	"2002"	811	6052349	13.4
	"Washington"	"53"	"2003"	"2003"	801	6104115	13.1
	"Washington"	"53"	"2004"	"2004"	829	6178645	13.4
	"Washington"	"53"	"2005"	"2005"	820	6257305	13.1
	"Washington"	"53"	"2006"	"2006"	808	6370753	12.7
	"Washington"	"53"	"2007"	"2007"	862	6461587	13.3
	"Washington"	"53"	"2008"	"2008"	885	6562231	13.5
	"Washington"	"53"	"2009"	"2009"	919	6667426	13.8
	"Washington"	"53"	"2010"	"2010"	955	6724540	14.2
	"Washington"	"53"	"2011"	"2011"	1020	6830038	14.9
	"Washington"	"53"	"2012"	"2012"	1038	6897012	15.0
	"Washington"	"53"	"2013"	"2013"	1025	6971406	14.7
	"Washington"	"53"	"2014"	"2014"	1114	7061530	15.8
	"Washington"	"53"	"2015"	"2015"	1134	7170351	15.8
	"Washington"	"53"	"2016"	"2016"	1134	7288000	15.6
	"Washington"	"53"	"2017"	"2017"	1294	7405743	17.5
	"Washington"	"53"	"2018"	"2018"	1251	7535591	16.6
	"Washington"	"53"	"2019"	"2019"	1262	7614893	16.6
	"Washington"	"53"	"2020 "	"2020"	1212	7693612	15.8
"Total"	"Washington"	"53"			21426	147569534	14.5
	"West Virginia"	"54"	"1999"	"1999"	229	1811799	12.6
	"West Virginia"	"54"	"2000"	"2000"	244	1808344	13.5
	"West Virginia"	"54"	"2001"	"2001"	282	1801481	15.7
	"West Virginia"	"54"	"2002"	"2002"	276	1805414	15.3
	"West Virginia"	"54"	"2003"	"2003"	266	1812295	14.7
	"West Virginia"	"54"	"2004"	"2004"	285	1816438	15.7
	"West Virginia"	"54"	"2005"	"2005"	254	1820492	14.0
	"West Virginia"	"54"	"2006"	"2006"	265	1827912	14.5
	"West Virginia"	"54"	"2007"	"2007"	300	1834052	16.4
	"West Virginia"	"54"	"2008"	"2008"	261	1840310	14.2
	"West Virginia"	"54"	"2009"	"2009"	251	1847775	13.6
	"West Virginia"	"54"	"2010"	"2010"	279	1852994	15.1
	"West Virginia"	"54"	"2011"	"2011"	306	1855364	16.5
	"West Virginia"	"54"	"2012"	"2012"	326	1855413	17.6
	"West Virginia"	"54"	"2013"	"2013"	323	1854304	17.4
	"West Virginia"	"54"	"2014"	"2014"	359	1850326	19.4
	"West Virginia"	"54"	"2015"	"2015"	340	1844128	18.4
	"West Virginia"	"54"	"2016"	"2016"	361	1831102	19.7
	"West Virginia"	"54"	"2017"	"2017"	392	1815857	21.6
	"West Virginia"	"54"	"2018"	"2018"	395	1805832	21.9
	"West Virginia"	"54"	"2019"	"2019"	330	1792147	18.4
	"West Virginia"	"54"	"2020 "	"2020"	354	1784787	19.8
"Total"	"West Virginia"	"54"			6678	40168566	16.6
	"Wisconsin"	"55"	"1999"	"1999"	593	5332666	11.1
	"Wisconsin"	"55"	"2000"	"2000"	590	5363675	11.0
	"Wisconsin"	"55"	"2001"	"2001"	638	5406835	11.8
	"Wisconsin"	"55"	"2002"	"2002"	624	5445162	11.5
	"Wisconsin"	"55"	"2003"	"2003"	645	5479203	11.8
	"Wisconsin"	"55"	"2004"	"2004"	662	5514026	12.0
	"Wisconsin"	"55"	"2005"	"2005"	641	5546166	11.6
	"Wisconsin"	"55"	"2006"	"2006"	667	5577655	12.0
	"Wisconsin"	"55"	"2007"	"2007"	729	5610775	13.0
	"Wisconsin"	"55"	"2008"	"2008"	740	5640996	13.1
	"Wisconsin"	"55"	"2009"	"2009"	722	5669264	12.7
	"Wisconsin"	"55"	"2010"	"2010"	790	5686986	13.9
	"Wisconsin"	"55"	"2011"	"2011"	745	5711767	13.0
	"Wisconsin"	"55"	"2012"	"2012"	723	5726398	12.6
	"Wisconsin"	"55"	"2013"	"2013"	850	5742713	14.8
	"Wisconsin"	"55"	"2014"	"2014"	767	5757564	13.3
	"Wisconsin"	"55"	"2015"	"2015"	874	5771337	15.1
	"Wisconsin"	"55"	"2016"	"2016"	865	5778708	15.0
	"Wisconsin"	"55"	"2017"	"2017"	925	5795483	16.0
	"Wisconsin"	"55"	"2018"	"2018"	887	5813568	15.3
	"Wisconsin"	"55"	"2019"	"2019"	843	5822434	14.5
	"Wisconsin"	"55"	"2020 "	"2020"	866	5832655	14.8
"Total"	"Wisconsin"	"55"			16386	124026036	13.2
	"Wyoming"	"56"	"1999"	"1999"	98	491780	19.9
	"Wyoming"	"56"	"2000"	"2000"	83	493782	16.8
	"Wyoming"	"56"	"2001"	"2001"	83	494657	16.8
	"Wyoming"	"56"	"2002"	"2002"	105	500017	21.0
	"Wyoming"	"56"	"2003"	"2003"	109	503453	21.7
	"Wyoming"	"56"	"2004"	"2004"	88	509106	17.3
	"Wyoming"	"56"	"2005"	"2005"	90	514157	17.5
	"Wyoming"	"56"	"2006"	"2006"	116	522667	22.2
	"Wyoming"	"56"	"2007"	"2007"	101	534876	18.9
	"Wyoming"	"56"	"2008"	"2008"	124	546043	22.7
	"Wyoming"	"56"	"2009"	"2009"	111	559851	19.8
	"Wyoming"	"56"	"2010"	"2010"	131	563626	23.2
	"Wyoming"	"56"	"2011"	"2011"	131	568158	23.1
	"Wyoming"	"56"	"2012"	"2012"	171	576412	29.7
	"Wyoming"	"56"	"2013"	"2013"	129	582658	22.1
	"Wyoming"	"56"	"2014"	"2014"	120	584153	20.5
	"Wyoming"	"56"	"2015"	"2015"	157	586107	26.8
	"Wyoming"	"56"	"2016"	"2016"	144	585501	24.6
	"Wyoming"	"56"	"2017"	"2017"	157	579315	27.1
	"Wyoming"	"56"	"2018"	"2018"	147	577737	25.4
	"Wyoming"	"56"	"2019"	"2019"	170	578759	29.4
	"Wyoming"	"56"	"2020 "	"2020"	182	582328	31.3
"Total"	"Wyoming"	"56"			2747	12035143	22.8
"Total"					837472	6746356647	12.4
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: Suicide rates by county"
"ICD-10 Codes: X60-X84 (Intentional self-harm)"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Nov 2, 2022 3:24:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Nov 2, 2022 3:24:59 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
