"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2009"	"2009"	"26 years"	"26"	534	4197922	12.7
	"2009"	"2009"	"27 years"	"27"	519	4250014	12.2
	"2009"	"2009"	"28 years"	"28"	554	4250613	13.0
	"2009"	"2009"	"29 years"	"29"	546	4175077	13.1
	"2009"	"2009"	"30 years"	"30"	542	4104133	13.2
	"2009"	"2009"	"31 years"	"31"	468	3890200	12.0
	"2009"	"2009"	"32 years"	"32"	514	3921281	13.1
	"2009"	"2009"	"33 years"	"33"	521	3813001	13.7
	"2009"	"2009"	"34 years"	"34"	573	3916499	14.6
	"2009"	"2009"	"35 years"	"35"	542	3829432	14.2
	"2009"	"2009"	"36 years"	"36"	591	3905615	15.1
	"2009"	"2009"	"37 years"	"37"	588	4071181	14.4
	"2009"	"2009"	"38 years"	"38"	673	4304006	15.6
	"2009"	"2009"	"39 years"	"39"	695	4397562	15.8
	"2009"	"2009"	"40 years"	"40"	662	4145183	16.0
	"2009"	"2009"	"41 years"	"41"	668	4085265	16.4
	"2009"	"2009"	"42 years"	"42"	694	4085849	17.0
	"2009"	"2009"	"43 years"	"43"	754	4209233	17.9
	"2009"	"2009"	"44 years"	"44"	797	4454485	17.9
	"2009"	"2009"	"45 years"	"45"	810	4509265	18.0
	"2009"	"2009"	"46 years"	"46"	883	4523596	19.5
	"2009"	"2009"	"47 years"	"47"	840	4557336	18.4
	"2009"	"2009"	"48 years"	"48"	840	4582655	18.3
	"2009"	"2009"	"49 years"	"49"	830	4689393	17.7
	"2009"	"2009"	"50 years"	"50"	917	4462192	20.6
	"2009"	"2009"	"51 years"	"51"	877	4514833	19.4
	"2009"	"2009"	"52 years"	"52"	897	4429228	20.3
	"2009"	"2009"	"53 years"	"53"	878	4281465	20.5
	"2009"	"2009"	"54 years"	"54"	807	4317125	18.7
	"2009"	"2009"	"55 years"	"55"	786	4074019	19.3
	"2009"	"2009"	"56 years"	"56"	723	3975863	18.2
	"2009"	"2009"	"57 years"	"57"	684	3819855	17.9
	"2009"	"2009"	"58 years"	"58"	682	3721219	18.3
	"2009"	"2009"	"59 years"	"59"	611	3689647	16.6
	"2009"	"2009"	"60 years"	"60"	570	3489302	16.3
	"2009"	"2009"	"61 years"	"61"	539	3517588	15.3
	"2009"	"2009"	"62 years"	"62"	469	3673134	12.8
	"2009"	"2009"	"63 years"	"63"	373	2745716	13.6
	"2009"	"2009"	"64 years"	"64"	360	2699257	13.3
	"2009"	"2009"	"65 years"	"65"	364	2653345	13.7
	"2009"	"2009"	"66 years"	"66"	395	2719454	14.5
	"2009"	"2009"	"67 years"	"67"	341	2394376	14.2
	"2009"	"2009"	"68 years"	"68"	286	2204229	13.0
	"2009"	"2009"	"69 years"	"69"	280	2120973	13.2
	"2009"	"2009"	"70 years"	"70"	272	1974076	13.8
	"2009"	"2009"	"71 years"	"71"	269	1936308	13.9
	"2009"	"2009"	"72 years"	"72"	233	1790136	13.0
	"2009"	"2009"	"73 years"	"73"	250	1737897	14.4
	"2009"	"2009"	"74 years"	"74"	221	1702305	13.0
	"2009"	"2009"	"75 years"	"75"	201	1513301	13.3
	"2009"	"2009"	"76 years"	"76"	256	1510000	17.0
	"2009"	"2009"	"77 years"	"77"	212	1455744	14.6
	"2009"	"2009"	"78 years"	"78"	212	1417539	15.0
	"2009"	"2009"	"79 years"	"79"	219	1398480	15.7
	"2009"	"2009"	"80 years"	"80"	203	1270444	16.0
	"2009"	"2009"	"81 years"	"81"	206	1236769	16.7
	"2009"	"2009"	"82 years"	"82"	187	1152248	16.2
	"2009"	"2009"	"83 years"	"83"	194	1067638	18.2
	"2009"	"2009"	"84 years"	"84"	170	1000612	17.0
	"2009"	"2009"	"85 years"	"85"	174	Not Applicable	Not Applicable
	"2009"	"2009"	"86 years"	"86"	142	Not Applicable	Not Applicable
	"2009"	"2009"	"87 years"	"87"	100	Not Applicable	Not Applicable
	"2009"	"2009"	"88 years"	"88"	108	Not Applicable	Not Applicable
	"2009"	"2009"	"89 years"	"89"	94	Not Applicable	Not Applicable
	"2009"	"2009"	"90 years"	"90"	78	Not Applicable	Not Applicable
	"2009"	"2009"	"91 years"	"91"	49	Not Applicable	Not Applicable
	"2009"	"2009"	"92 years"	"92"	45	Not Applicable	Not Applicable
	"2009"	"2009"	"93 years"	"93"	26	Not Applicable	Not Applicable
	"2009"	"2009"	"94 years"	"94"	18	Not Applicable	Not Applicable
	"2009"	"2009"	"95 years"	"95"	15	Not Applicable	Not Applicable
	"2009"	"2009"	"96 years"	"96"	11	Not Applicable	Not Applicable
	"2009"	"2009"	"97 years"	"97"	11	Not Applicable	Not Applicable
	"2010"	"2010"	"11 years"	"11"	20	4114415	0.5
	"2010"	"2010"	"12 years"	"12"	36	4106243	0.9
	"2010"	"2010"	"13 years"	"13"	78	4118013	1.9
	"2010"	"2010"	"14 years"	"14"	126	4165982	3.0
	"2010"	"2010"	"15 years"	"15"	175	4242820	4.1
	"2010"	"2010"	"16 years"	"16"	267	4316139	6.2
	"2010"	"2010"	"17 years"	"17"	293	4395295	6.7
	"2010"	"2010"	"18 years"	"18"	447	4500855	9.9
	"2010"	"2010"	"19 years"	"19"	476	4585234	10.4
	"2010"	"2010"	"20 years"	"20"	520	4519129	11.5
	"2010"	"2010"	"21 years"	"21"	565	4354294	13.0
	"2010"	"2010"	"22 years"	"22"	642	4264642	15.1
	"2010"	"2010"	"23 years"	"23"	597	4198571	14.2
	"2010"	"2010"	"24 years"	"24"	612	4249363	14.4
	"2010"	"2010"	"25 years"	"25"	594	4262350	13.9
	"2010"	"2010"	"26 years"	"26"	596	4152305	14.4
	"2010"	"2010"	"27 years"	"27"	570	4248869	13.4
	"2010"	"2010"	"28 years"	"28"	624	4215249	14.8
	"2010"	"2010"	"29 years"	"29"	610	4223076	14.4
	"2010"	"2010"	"30 years"	"30"	532	4285668	12.4
	"2010"	"2010"	"31 years"	"31"	556	3970218	14.0
	"2010"	"2010"	"32 years"	"32"	545	3986847	13.7
	"2010"	"2010"	"33 years"	"33"	575	3880150	14.8
	"2010"	"2010"	"34 years"	"34"	526	3839216	13.7
	"2010"	"2010"	"35 years"	"35"	565	3956434	14.3
	"2010"	"2010"	"36 years"	"36"	556	3802087	14.6
	"2010"	"2010"	"37 years"	"37"	643	3934445	16.3
	"2010"	"2010"	"38 years"	"38"	622	4121880	15.1
	"2010"	"2010"	"39 years"	"39"	690	4364796	15.8
	"2010"	"2010"	"40 years"	"40"	721	4383274	16.4
	"2010"	"2010"	"41 years"	"41"	676	4114985	16.4
	"2010"	"2010"	"42 years"	"42"	673	4076104	16.5
	"2010"	"2010"	"43 years"	"43"	657	4105105	16.0
	"2010"	"2010"	"44 years"	"44"	754	4211496	17.9
	"2010"	"2010"	"45 years"	"45"	814	4508868	18.1
	"2010"	"2010"	"46 years"	"46"	876	4519761	19.4
	"2010"	"2010"	"47 years"	"47"	858	4535265	18.9
	"2010"	"2010"	"48 years"	"48"	906	4538796	20.0
	"2010"	"2010"	"49 years"	"49"	912	4605901	19.8
	"2010"	"2010"	"50 years"	"50"	908	4660295	19.5
	"2010"	"2010"	"51 years"	"51"	899	4464631	20.1
	"2010"	"2010"	"52 years"	"52"	901	4500846	20.0
	"2010"	"2010"	"53 years"	"53"	876	4380354	20.0
	"2010"	"2010"	"54 years"	"54"	831	4291999	19.4
	"2010"	"2010"	"55 years"	"55"	821	4254709	19.3
	"2010"	"2010"	"56 years"	"56"	835	4037513	20.7
	"2010"	"2010"	"57 years"	"57"	740	3936386	18.8
	"2010"	"2010"	"58 years"	"58"	692	3794928	18.2
	"2010"	"2010"	"59 years"	"59"	666	3641269	18.3
	"2010"	"2010"	"60 years"	"60"	626	3621131	17.3
	"2010"	"2010"	"61 years"	"61"	547	3492596	15.7
	"2010"	"2010"	"62 years"	"62"	513	3563182	14.4
	"2010"	"2010"	"63 years"	"63"	537	3483884	15.4
	"2010"	"2010"	"64 years"	"64"	398	2657131	15.0
	"2010"	"2010"	"65 years"	"65"	375	2680761	14.0
	"2010"	"2010"	"66 years"	"66"	370	2639141	14.0
	"2010"	"2010"	"67 years"	"67"	348	2649365	13.1
	"2010"	"2010"	"68 years"	"68"	324	2323672	13.9
	"2010"	"2010"	"69 years"	"69"	280	2142324	13.1
	"2010"	"2010"	"70 years"	"70"	268	2043121	13.1
	"2010"	"2010"	"71 years"	"71"	262	1949323	13.4
	"2010"	"2010"	"72 years"	"72"	262	1864275	14.1
	"2010"	"2010"	"73 years"	"73"	239	1736960	13.8
	"2010"	"2010"	"74 years"	"74"	244	1684487	14.5
	"2010"	"2010"	"75 years"	"75"	241	1620077	14.9
	"2010"	"2010"	"76 years"	"76"	230	1471070	15.6
	"2010"	"2010"	"77 years"	"77"	235	1455330	16.1
	"2010"	"2010"	"78 years"	"78"	192	1400123	13.7
	"2010"	"2010"	"79 years"	"79"	220	1371195	16.0
	"2010"	"2010"	"80 years"	"80"	209	1308511	16.0
	"2010"	"2010"	"81 years"	"81"	211	1212865	17.4
	"2010"	"2010"	"82 years"	"82"	193	1161421	16.6
	"2010"	"2010"	"83 years"	"83"	158	1074809	14.7
	"2010"	"2010"	"84 years"	"84"	162	985721	16.4
	"2010"	"2010"	"85 years"	"85"	172	Not Applicable	Not Applicable
	"2010"	"2010"	"86 years"	"86"	154	Not Applicable	Not Applicable
	"2010"	"2010"	"87 years"	"87"	131	Not Applicable	Not Applicable
	"2010"	"2010"	"88 years"	"88"	131	Not Applicable	Not Applicable
	"2010"	"2010"	"89 years"	"89"	101	Not Applicable	Not Applicable
	"2010"	"2010"	"90 years"	"90"	78	Not Applicable	Not Applicable
	"2010"	"2010"	"91 years"	"91"	57	Not Applicable	Not Applicable
	"2010"	"2010"	"92 years"	"92"	35	Not Applicable	Not Applicable
	"2010"	"2010"	"93 years"	"93"	37	Not Applicable	Not Applicable
	"2010"	"2010"	"94 years"	"94"	12	Not Applicable	Not Applicable
	"2010"	"2010"	"95 years"	"95"	23	Not Applicable	Not Applicable
	"2010"	"2010"	"96 years"	"96"	11	Not Applicable	Not Applicable
	"2010"	"2010"	"97 years"	"97"	13	Not Applicable	Not Applicable
	"2011"	"2011"	"10 years"	"10"	11	4134144	Unreliable
	"2011"	"2011"	"11 years"	"11"	17	4195505	Unreliable
	"2011"	"2011"	"12 years"	"12"	42	4124205	1.0
	"2011"	"2011"	"13 years"	"13"	78	4122078	1.9
	"2011"	"2011"	"14 years"	"14"	134	4128920	3.2
	"2011"	"2011"	"15 years"	"15"	206	4156836	5.0
	"2011"	"2011"	"16 years"	"16"	289	4245479	6.8
	"2011"	"2011"	"17 years"	"17"	347	4330851	8.0
	"2011"	"2011"	"18 years"	"18"	438	4396167	10.0
	"2011"	"2011"	"19 years"	"19"	521	4514710	11.5
	"2011"	"2011"	"20 years"	"20"	571	4596113	12.4
	"2011"	"2011"	"21 years"	"21"	602	4592336	13.1
	"2011"	"2011"	"22 years"	"22"	637	4411032	14.4
	"2011"	"2011"	"23 years"	"23"	631	4311760	14.6
	"2011"	"2011"	"24 years"	"24"	577	4242591	13.6
	"2011"	"2011"	"25 years"	"25"	613	4267827	14.4
	"2011"	"2011"	"26 years"	"26"	648	4311255	15.0
	"2011"	"2011"	"27 years"	"27"	583	4181448	13.9
	"2011"	"2011"	"28 years"	"28"	618	4255686	14.5
	"2011"	"2011"	"29 years"	"29"	621	4263578	14.6
	"2011"	"2011"	"30 years"	"30"	612	4224516	14.5
	"2011"	"2011"	"31 years"	"31"	658	4317087	15.2
	"2011"	"2011"	"32 years"	"32"	563	4052694	13.9
	"2011"	"2011"	"33 years"	"33"	602	3976037	15.1
	"2011"	"2011"	"34 years"	"34"	566	3940370	14.4
	"2011"	"2011"	"35 years"	"35"	529	3827920	13.8
	"2011"	"2011"	"36 years"	"36"	583	3952699	14.7
	"2011"	"2011"	"37 years"	"37"	590	3833451	15.4
	"2011"	"2011"	"38 years"	"38"	603	3898503	15.5
	"2011"	"2011"	"39 years"	"39"	688	4081736	16.9
	"2011"	"2011"	"40 years"	"40"	726	4323778	16.8
	"2011"	"2011"	"41 years"	"41"	735	4384253	16.8
	"2011"	"2011"	"42 years"	"42"	724	4159664	17.4
	"2011"	"2011"	"43 years"	"43"	712	4078100	17.5
	"2011"	"2011"	"44 years"	"44"	698	4087850	17.1
	"2011"	"2011"	"45 years"	"45"	781	4170798	18.7
	"2011"	"2011"	"46 years"	"46"	846	4428601	19.1
	"2011"	"2011"	"47 years"	"47"	861	4517819	19.1
	"2011"	"2011"	"48 years"	"48"	862	4521355	19.1
	"2011"	"2011"	"49 years"	"49"	920	4519432	20.4
	"2011"	"2011"	"50 years"	"50"	908	4581833	19.8
	"2011"	"2011"	"51 years"	"51"	949	4626453	20.5
	"2011"	"2011"	"52 years"	"52"	927	4478180	20.7
	"2011"	"2011"	"53 years"	"53"	895	4458125	20.1
	"2011"	"2011"	"54 years"	"54"	887	4415607	20.1
	"2011"	"2011"	"55 years"	"55"	836	4263989	19.6
	"2011"	"2011"	"56 years"	"56"	808	4232520	19.1
	"2011"	"2011"	"57 years"	"57"	772	4066089	19.0
	"2011"	"2011"	"58 years"	"58"	729	3918566	18.6
	"2011"	"2011"	"59 years"	"59"	654	3774384	17.3
	"2011"	"2011"	"60 years"	"60"	647	3664521	17.7
	"2011"	"2011"	"61 years"	"61"	539	3584377	15.0
	"2011"	"2011"	"62 years"	"62"	495	3487302	14.2
	"2011"	"2011"	"63 years"	"63"	510	3459297	14.7
	"2011"	"2011"	"64 years"	"64"	521	3611095	14.4
	"2011"	"2011"	"65 years"	"65"	400	2672909	15.0
	"2011"	"2011"	"66 years"	"66"	365	2643148	13.8
	"2011"	"2011"	"67 years"	"67"	356	2584544	13.8
	"2011"	"2011"	"68 years"	"68"	389	2652309	14.7
	"2011"	"2011"	"69 years"	"69"	295	2320878	12.7
	"2011"	"2011"	"70 years"	"70"	279	2129501	13.1
	"2011"	"2011"	"71 years"	"71"	281	2022340	13.9
	"2011"	"2011"	"72 years"	"72"	278	1911624	14.5
	"2011"	"2011"	"73 years"	"73"	285	1839285	15.5
	"2011"	"2011"	"74 years"	"74"	245	1705200	14.4
	"2011"	"2011"	"75 years"	"75"	238	1638322	14.5
	"2011"	"2011"	"76 years"	"76"	256	1580914	16.2
	"2011"	"2011"	"77 years"	"77"	202	1430790	14.1
	"2011"	"2011"	"78 years"	"78"	206	1394574	14.8
	"2011"	"2011"	"79 years"	"79"	214	1344087	15.9
	"2011"	"2011"	"80 years"	"80"	243	1293211	18.8
	"2011"	"2011"	"81 years"	"81"	215	1253347	17.2
	"2011"	"2011"	"82 years"	"82"	191	1145240	16.7
	"2011"	"2011"	"83 years"	"83"	193	1087100	17.8
	"2011"	"2011"	"84 years"	"84"	210	1007645	20.8
	"2011"	"2011"	"85 years"	"85"	161	Not Applicable	Not Applicable
	"2011"	"2011"	"86 years"	"86"	159	Not Applicable	Not Applicable
	"2011"	"2011"	"87 years"	"87"	134	Not Applicable	Not Applicable
	"2011"	"2011"	"88 years"	"88"	103	Not Applicable	Not Applicable
	"2011"	"2011"	"89 years"	"89"	94	Not Applicable	Not Applicable
	"2011"	"2011"	"90 years"	"90"	73	Not Applicable	Not Applicable
	"2011"	"2011"	"91 years"	"91"	66	Not Applicable	Not Applicable
	"2011"	"2011"	"92 years"	"92"	51	Not Applicable	Not Applicable
	"2011"	"2011"	"93 years"	"93"	28	Not Applicable	Not Applicable
	"2011"	"2011"	"94 years"	"94"	31	Not Applicable	Not Applicable
	"2011"	"2011"	"95 years"	"95"	24	Not Applicable	Not Applicable
	"2011"	"2011"	"96 years"	"96"	13	Not Applicable	Not Applicable
	"2011"	"2011"	"97 years"	"97"	16	Not Applicable	Not Applicable
	"2012"	"2012"	"11 years"	"11"	16	4145034	Unreliable
	"2012"	"2012"	"12 years"	"12"	46	4206939	1.1
	"2012"	"2012"	"13 years"	"13"	82	4136252	2.0
	"2012"	"2012"	"14 years"	"14"	153	4135274	3.7
	"2012"	"2012"	"15 years"	"15"	243	4144014	5.9
	"2012"	"2012"	"16 years"	"16"	268	4174274	6.4
	"2012"	"2012"	"17 years"	"17"	347	4265702	8.1
	"2012"	"2012"	"18 years"	"18"	418	4354017	9.6
	"2012"	"2012"	"19 years"	"19"	502	4422695	11.4
	"2012"	"2012"	"20 years"	"20"	571	4543774	12.6
	"2012"	"2012"	"21 years"	"21"	620	4627509	13.4
	"2012"	"2012"	"22 years"	"22"	657	4623739	14.2
	"2012"	"2012"	"23 years"	"23"	628	4443539	14.1
	"2012"	"2012"	"24 years"	"24"	610	4344642	14.0
	"2012"	"2012"	"25 years"	"25"	632	4275138	14.8
	"2012"	"2012"	"26 years"	"26"	649	4298788	15.1
	"2012"	"2012"	"27 years"	"27"	642	4339574	14.8
	"2012"	"2012"	"28 years"	"28"	610	4206614	14.5
	"2012"	"2012"	"29 years"	"29"	646	4278212	15.1
	"2012"	"2012"	"30 years"	"30"	621	4283410	14.5
	"2012"	"2012"	"31 years"	"31"	626	4242178	14.8
	"2012"	"2012"	"32 years"	"32"	611	4332058	14.1
	"2012"	"2012"	"33 years"	"33"	567	4065562	13.9
	"2012"	"2012"	"34 years"	"34"	600	3987787	15.0
	"2012"	"2012"	"35 years"	"35"	592	3950567	15.0
	"2012"	"2012"	"36 years"	"36"	606	3836469	15.8
	"2012"	"2012"	"37 years"	"37"	618	3959492	15.6
	"2012"	"2012"	"38 years"	"38"	611	3839004	15.9
	"2012"	"2012"	"39 years"	"39"	674	3902667	17.3
	"2012"	"2012"	"40 years"	"40"	669	4084481	16.4
	"2012"	"2012"	"41 years"	"41"	722	4324963	16.7
	"2012"	"2012"	"42 years"	"42"	780	4384022	17.8
	"2012"	"2012"	"43 years"	"43"	748	4158551	18.0
	"2012"	"2012"	"44 years"	"44"	720	4076204	17.7
	"2012"	"2012"	"45 years"	"45"	712	4084512	17.4
	"2012"	"2012"	"46 years"	"46"	790	4165735	19.0
	"2012"	"2012"	"47 years"	"47"	832	4421347	18.8
	"2012"	"2012"	"48 years"	"48"	918	4508318	20.4
	"2012"	"2012"	"49 years"	"49"	924	4509567	20.5
	"2012"	"2012"	"50 years"	"50"	897	4505608	19.9
	"2012"	"2012"	"51 years"	"51"	961	4566251	21.0
	"2012"	"2012"	"52 years"	"52"	977	4609523	21.2
	"2012"	"2012"	"53 years"	"53"	912	4459925	20.4
	"2012"	"2012"	"54 years"	"54"	930	4437952	21.0
	"2012"	"2012"	"55 years"	"55"	903	4393250	20.6
	"2012"	"2012"	"56 years"	"56"	865	4240395	20.4
	"2012"	"2012"	"57 years"	"57"	820	4207605	19.5
	"2012"	"2012"	"58 years"	"58"	760	4040118	18.8
	"2012"	"2012"	"59 years"	"59"	730	3891149	18.8
	"2012"	"2012"	"60 years"	"60"	689	3745489	18.4
	"2012"	"2012"	"61 years"	"61"	639	3635456	17.6
	"2012"	"2012"	"62 years"	"62"	488	3554439	13.7
	"2012"	"2012"	"63 years"	"63"	520	3454687	15.1
	"2012"	"2012"	"64 years"	"64"	504	3423614	14.7
	"2012"	"2012"	"65 years"	"65"	466	3570839	13.1
	"2012"	"2012"	"66 years"	"66"	378	2640984	14.3
	"2012"	"2012"	"67 years"	"67"	355	2609069	13.6
	"2012"	"2012"	"68 years"	"68"	397	2546946	15.6
	"2012"	"2012"	"69 years"	"69"	375	2609515	14.4
	"2012"	"2012"	"70 years"	"70"	308	2279580	13.5
	"2012"	"2012"	"71 years"	"71"	285	2088076	13.6
	"2012"	"2012"	"72 years"	"72"	272	1979898	13.7
	"2012"	"2012"	"73 years"	"73"	269	1867571	14.4
	"2012"	"2012"	"74 years"	"74"	254	1792914	14.2
	"2012"	"2012"	"75 years"	"75"	299	1657855	18.0
	"2012"	"2012"	"76 years"	"76"	228	1588005	14.4
	"2012"	"2012"	"77 years"	"77"	226	1527795	14.8
	"2012"	"2012"	"78 years"	"78"	211	1377972	15.3
	"2012"	"2012"	"79 years"	"79"	239	1337956	17.9
	"2012"	"2012"	"80 years"	"80"	204	1283660	15.9
	"2012"	"2012"	"81 years"	"81"	196	1228420	16.0
	"2012"	"2012"	"82 years"	"82"	215	1184179	18.2
	"2012"	"2012"	"83 years"	"83"	201	1074693	18.7
	"2012"	"2012"	"84 years"	"84"	210	1012099	20.7
	"2012"	"2012"	"85 years"	"85"	183	Not Applicable	Not Applicable
	"2012"	"2012"	"86 years"	"86"	154	Not Applicable	Not Applicable
	"2012"	"2012"	"87 years"	"87"	128	Not Applicable	Not Applicable
	"2012"	"2012"	"88 years"	"88"	128	Not Applicable	Not Applicable
	"2012"	"2012"	"89 years"	"89"	111	Not Applicable	Not Applicable
	"2012"	"2012"	"90 years"	"90"	83	Not Applicable	Not Applicable
	"2012"	"2012"	"91 years"	"91"	80	Not Applicable	Not Applicable
	"2012"	"2012"	"92 years"	"92"	43	Not Applicable	Not Applicable
	"2012"	"2012"	"93 years"	"93"	38	Not Applicable	Not Applicable
	"2012"	"2012"	"94 years"	"94"	29	Not Applicable	Not Applicable
	"2012"	"2012"	"95 years"	"95"	28	Not Applicable	Not Applicable
	"2012"	"2012"	"96 years"	"96"	12	Not Applicable	Not Applicable
	"2012"	"2012"	"97 years"	"97"	13	Not Applicable	Not Applicable
	"2013"	"2013"	"11 years"	"11"	21	4055918	0.5
	"2013"	"2013"	"12 years"	"12"	64	4155875	1.5
	"2013"	"2013"	"13 years"	"13"	117	4217964	2.8
	"2013"	"2013"	"14 years"	"14"	176	4147439	4.2
	"2013"	"2013"	"15 years"	"15"	233	4147445	5.6
	"2013"	"2013"	"16 years"	"16"	286	4158116	6.9
	"2013"	"2013"	"17 years"	"17"	334	4191188	8.0
	"2013"	"2013"	"18 years"	"18"	395	4285609	9.2
	"2013"	"2013"	"19 years"	"19"	497	4376606	11.4
	"2013"	"2013"	"20 years"	"20"	550	4445721	12.4
	"2013"	"2013"	"21 years"	"21"	604	4568663	13.2
	"2013"	"2013"	"22 years"	"22"	687	4655731	14.8
	"2013"	"2013"	"23 years"	"23"	661	4652806	14.2
	"2013"	"2013"	"24 years"	"24"	623	4472517	13.9
	"2013"	"2013"	"25 years"	"25"	609	4372201	13.9
	"2013"	"2013"	"26 years"	"26"	663	4300520	15.4
	"2013"	"2013"	"27 years"	"27"	654	4322247	15.1
	"2013"	"2013"	"28 years"	"28"	649	4360245	14.9
	"2013"	"2013"	"29 years"	"29"	682	4224985	16.1
	"2013"	"2013"	"30 years"	"30"	620	4294831	14.4
	"2013"	"2013"	"31 years"	"31"	645	4297330	15.0
	"2013"	"2013"	"32 years"	"32"	636	4254331	14.9
	"2013"	"2013"	"33 years"	"33"	574	4342738	13.2
	"2013"	"2013"	"34 years"	"34"	604	4075159	14.8
	"2013"	"2013"	"35 years"	"35"	626	3996723	15.7
	"2013"	"2013"	"36 years"	"36"	591	3957642	14.9
	"2013"	"2013"	"37 years"	"37"	543	3842679	14.1
	"2013"	"2013"	"38 years"	"38"	619	3964301	15.6
	"2013"	"2013"	"39 years"	"39"	647	3842425	16.8
	"2013"	"2013"	"40 years"	"40"	607	3904767	15.5
	"2013"	"2013"	"41 years"	"41"	687	4084927	16.8
	"2013"	"2013"	"42 years"	"42"	758	4323573	17.5
	"2013"	"2013"	"43 years"	"43"	737	4380926	16.8
	"2013"	"2013"	"44 years"	"44"	724	4154727	17.4
	"2013"	"2013"	"45 years"	"45"	730	4070408	17.9
	"2013"	"2013"	"46 years"	"46"	741	4076903	18.2
	"2013"	"2013"	"47 years"	"47"	756	4156273	18.2
	"2013"	"2013"	"48 years"	"48"	884	4409800	20.0
	"2013"	"2013"	"49 years"	"49"	893	4494922	19.9
	"2013"	"2013"	"50 years"	"50"	932	4494482	20.7
	"2013"	"2013"	"51 years"	"51"	893	4489236	19.9
	"2013"	"2013"	"52 years"	"52"	940	4547907	20.7
	"2013"	"2013"	"53 years"	"53"	918	4589261	20.0
	"2013"	"2013"	"54 years"	"54"	919	4438340	20.7
	"2013"	"2013"	"55 years"	"55"	908	4415162	20.6
	"2013"	"2013"	"56 years"	"56"	874	4369543	20.0
	"2013"	"2013"	"57 years"	"57"	780	4215577	18.5
	"2013"	"2013"	"58 years"	"58"	834	4181408	19.9
	"2013"	"2013"	"59 years"	"59"	754	4012740	18.8
	"2013"	"2013"	"60 years"	"60"	720	3862796	18.6
	"2013"	"2013"	"61 years"	"61"	690	3715993	18.6
	"2013"	"2013"	"62 years"	"62"	507	3603520	14.1
	"2013"	"2013"	"63 years"	"63"	511	3519231	14.5
	"2013"	"2013"	"64 years"	"64"	536	3420461	15.7
	"2013"	"2013"	"65 years"	"65"	519	3391067	15.3
	"2013"	"2013"	"66 years"	"66"	499	3534440	14.1
	"2013"	"2013"	"67 years"	"67"	354	2604610	13.6
	"2013"	"2013"	"68 years"	"68"	378	2569911	14.7
	"2013"	"2013"	"69 years"	"69"	385	2508689	15.3
	"2013"	"2013"	"70 years"	"70"	404	2569502	15.7
	"2013"	"2013"	"71 years"	"71"	315	2238499	14.1
	"2013"	"2013"	"72 years"	"72"	301	2044846	14.7
	"2013"	"2013"	"73 years"	"73"	328	1934570	17.0
	"2013"	"2013"	"74 years"	"74"	296	1820632	16.3
	"2013"	"2013"	"75 years"	"75"	254	1743415	14.6
	"2013"	"2013"	"76 years"	"76"	241	1607329	15.0
	"2013"	"2013"	"77 years"	"77"	254	1534778	16.5
	"2013"	"2013"	"78 years"	"78"	243	1471162	16.5
	"2013"	"2013"	"79 years"	"79"	214	1321197	16.2
	"2013"	"2013"	"80 years"	"80"	219	1277377	17.1
	"2013"	"2013"	"81 years"	"81"	232	1219160	19.0
	"2013"	"2013"	"82 years"	"82"	231	1160321	19.9
	"2013"	"2013"	"83 years"	"83"	245	1111120	22.0
	"2013"	"2013"	"84 years"	"84"	163	1000660	16.3
	"2013"	"2013"	"85 years"	"85"	203	Not Applicable	Not Applicable
	"2013"	"2013"	"86 years"	"86"	159	Not Applicable	Not Applicable
	"2013"	"2013"	"87 years"	"87"	141	Not Applicable	Not Applicable
	"2013"	"2013"	"88 years"	"88"	142	Not Applicable	Not Applicable
	"2013"	"2013"	"89 years"	"89"	98	Not Applicable	Not Applicable
	"2013"	"2013"	"90 years"	"90"	93	Not Applicable	Not Applicable
	"2013"	"2013"	"91 years"	"91"	75	Not Applicable	Not Applicable
	"2013"	"2013"	"92 years"	"92"	73	Not Applicable	Not Applicable
	"2013"	"2013"	"93 years"	"93"	49	Not Applicable	Not Applicable
	"2013"	"2013"	"94 years"	"94"	34	Not Applicable	Not Applicable
	"2013"	"2013"	"95 years"	"95"	20	Not Applicable	Not Applicable
	"2013"	"2013"	"96 years"	"96"	10	Not Applicable	Not Applicable
	"2014"	"2014"	"11 years"	"11"	37	4085636	0.9
	"2014"	"2014"	"12 years"	"12"	68	4068790	1.7
	"2014"	"2014"	"13 years"	"13"	131	4169346	3.1
	"2014"	"2014"	"14 years"	"14"	179	4232480	4.2
	"2014"	"2014"	"15 years"	"15"	244	4163723	5.9
	"2014"	"2014"	"16 years"	"16"	313	4167234	7.5
	"2014"	"2014"	"17 years"	"17"	359	4184706	8.6
	"2014"	"2014"	"18 years"	"18"	442	4225590	10.5
	"2014"	"2014"	"19 years"	"19"	479	4326394	11.1
	"2014"	"2014"	"20 years"	"20"	531	4418887	12.0
	"2014"	"2014"	"21 years"	"21"	641	4489746	14.3
	"2014"	"2014"	"22 years"	"22"	702	4612322	15.2
	"2014"	"2014"	"23 years"	"23"	674	4698584	14.3
	"2014"	"2014"	"24 years"	"24"	696	4692635	14.8
	"2014"	"2014"	"25 years"	"25"	638	4509594	14.1
	"2014"	"2014"	"26 years"	"26"	716	4406472	16.2
	"2014"	"2014"	"27 years"	"27"	655	4332545	15.1
